c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-15.036477167451567,2.137682176388888,38.183155406547414,-414.13755965361474,447.55088906954427,-0.7564940023071051,-9.262757499139605,0.9934047518724636,2.085152053312565,-1.2967006614481182,1.7615460513277106,4.15927835464222,4.282617606131674
