train set,train set size,test set,c0,c1,rmse,kfold rmse
gov,1,flores,4.275003916623542,1.420410809349527,2.203393573592374,2.2160060610164662
gov,1,bible,0.4847842490362009,1.3794985776694442,0.7546139828698388,0.7580019110530388
gov,1,gov,18.765202388124024,1.232898170032643,3.6897646113989695,3.690082352370294
gov,10,flores,9.410995587891305,-1.041138104195977,3.403545943828853,3.49116769375625
gov,10,bible,1.8292061809675393,2.0037873872156418,1.2460217558214863,1.2555478349836786
gov,10,gov,34.28717326421383,0.9321715995328403,3.739352613634134,3.739362917500067
gov,25,flores,12.039311599915077,-0.9489098859977025,3.870353666676001,3.9445888283533987
gov,25,bible,2.20758197439017,1.5607460743750081,1.398970168189133,1.4067301084870147
gov,25,gov,38.08240880435687,0.8668273537706205,4.443597992418326,4.443948317213243
gov,50,flores,6.631099814101702,-2.2843671004233714,1.3507351901430964,1.4249697786381
gov,50,bible,-0.7669169184373996,-1.242602394768616,0.5248829775797704,0.5505063760454301
gov,50,gov,41.776707562572945,0.7106519730320462,5.3278357682178985,5.338388181974318
bible,1,flores,0.9028804860040832,1.3487619070840704,0.5522214572327326,0.563868432406531
bible,1,bible,15.69788974100617,-0.23324802706386044,2.804248728783438,2.8083753708416155
bible,1,gov,0.4212998815668473,1.563996517871079,0.38255726008869584,0.3974195150308778
bible,10,flores,2.1677331755486597,1.341823147714633,0.8907821348535454,0.9145949845150199
bible,10,bible,24.736828020782355,-1.1104386447347927,3.339400447847749,3.3406582340537616
bible,10,gov,1.1297679857685867,1.3885104286682066,0.7081829847992716,0.7300584574777278
bible,25,flores,2.2908154430294987,1.4034669633897077,0.8147504719200466,0.8189390339916357
bible,25,bible,29.708440284055012,-0.8476105306634016,3.7107954114211346,3.7108216566157184
bible,25,gov,1.1605960089686485,1.4433794704835745,0.7671558970125001,0.7723554263210042
