train set,c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
gov,5.219828421169681,2.036030823053005,6.0,-0.5075823849470641,-1.4360722887779418,-1.7422082618039696,-0.37912879181239834,14.381785577591037,14.4225202515772
bible,3.354456804009577,1.9567250307272352,1.527055497064096,-0.6538916921282686,5.040541732175346e-09,-0.641740009926064,0.26766504613609626,11.981008045987105,12.002723498190923
