train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,6.3362685932797005,2.4879742510593084,-0.0005277754737378231,-5.781981520648801e-09,0.0036509397860757515,5.992151299284464,6.001304427155207
gov,bible,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,22.843974489019278,9.390806202248934,5.502161695946027e-09,0.2410078720725078,0.5431181653416114,10.109045882961686,9.936560958718449
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.988503544467896,2.5080803198608523e-06,1.205847107684563e-05,5.324743477970026e-05,-8.896184769439078e-09,7.535085998400891,7.412826256905377
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
