c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
34.93473523567509,40.04181919734165,-72.78952389346613,42.969821171284,32.28734831242083,-395.53067820390726,430.4850663870812,16.380983376621337,10.822968628561966,-1.7578271087577912,0.37484406765546335,-25.24083858491295,2.8326216526032937,4.13923853476464,4.216783684749055
