language to,c0,c1,rmse,kfold rmse
ka,12.211138870233448,-1.2440124020421859,10.070246371483005,9.834478523828825
gu,16.587651515894095,-1.1672607468472347,10.153448089039442,9.955371918385604
hi,19.743455675157552,-1.60295237222888,9.873986893248782,10.128572961124862
si,32.19031757703584,-2.6636944137450977,10.272761563001364,10.363063195236704
ta,21.913465660120053,-2.243616160581306,9.488442334165617,9.571371649216696
