c0,"c1,1","c1,2","c1,3","c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
22.4896456048881,35.983197172268206,-65.30120143809997,39.19667543315032,-106.08467861933076,57.37199086351855,-0.09016615134620738,-7.324274539505588,0.7960346975762547,1.7168521057356616,-2.4635859024758573,1.5575521420670242,4.273927738521239,4.348214524617132
