train set,train set size,test set,c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2",rmse,kfold rmse
gov,1,flores,11.855252855699003,4.34907531454143e-08,6.650747978649972e-08,-1.0150885744456581e-08,-2.3234162908941894e-08,2.2353079479494715,0.037327240530639426,2.0154368566177327e-08,-0.425690746147129,5.364053580973164e-08,-9.16212543920436,2.6337767687460568e-08,-1.6105137443177324e-08,1.5390680298210262,1.936606162871065
gov,1,bible,0.6147546209160043,1.3751503665479777e-05,-1.5306642190099955e-05,-1.141301743055423e-07,1.646395179831432e-05,0.36444667207122916,0.002593341396022084,2.1960411201725115e-05,4.963461880188127e-06,-1.0584981332845603e-09,-4.145997643151196e-06,-1.7639003915486487e-06,-7.851872867960991e-07,0.7795324879161947,0.8006494340267529
gov,1,gov,20.95894350521784,13.406664202403233,1.0544719484302734,0.1022546986756372,2.1082810456961547e-06,12.955879450086856,-1.5426686107107889e-09,0.32557338219755383,0.17440317186446916,-4.9964786572521944e-05,-17.91186796753542,0.00041738536783805905,0.00014326254922558907,1.5500795618231022,2.265187090573899
gov,10,flores,29.55981500847654,1.262221399020678e-05,-1.0298493863535482e-06,-2.269547851831268e-06,2.1935614695751675e-06,6.815984662750575e-07,4.216407133454257e-06,-6.098370663823438e-06,-15.159471519801038,-7.341380856417213e-06,-9.200281142817719,-4.97701077668609,-4.489797582101114,2.060984206452029,2.940634270229492
gov,10,bible,1.9170794257224693,-9.823549428819728e-07,-2.1573307869705424e-06,5.258240039632975e-06,2.9871081322491702e-05,0.14025104479887318,-4.886568527337929e-10,-1.911870248187263e-06,-0.0025277020460815875,-7.478005449930946e-06,-1.5558603711863598e-05,-2.854476725017529e-06,-2.940059960409227e-05,1.2559982458196781,1.296020293517526
gov,10,gov,14.838955997393072,0.0014081981070791637,-5.367565131205647e-10,6.131918426010139e-05,-1.5425404176414138e-05,-0.0013747263471133278,-0.03437389052561563,19.922235386821423,20.958212583144064,-0.008102509741602778,-3.913413456980869,0.089077952333502,-0.0006873223802817114,1.3741849705749105,2.138182195845039
gov,25,flores,35.29247730248369,0.002032625908342511,0.00686148751513631,-0.010169581834745084,0.00016337946742852412,0.6246186128514046,-0.0033731016712256878,-8.27276633213166e-10,-16.989160368604487,-0.0017764045983388072,-11.093065170158589,-7.215513712990521,-5.797304769857481,2.2790838390421326,3.252705000471972
gov,25,bible,2.123933783608415,-1.6372011439566646e-08,1.2727630922128747e-08,-1.739594086338408e-08,-5.840735077204042e-08,0.7263333025275067,1.7832012563314563e-06,3.114609855128077e-09,-0.008409377362627276,1.286501817595148e-08,-5.442224331014561e-08,-4.764878520573576e-06,2.9211728531230977e-08,1.4052381865514563,1.436474024238159
gov,25,gov,15.529108222239088,9.26208720283759e-09,-0.00523069676309517,-0.04495026317127063,0.011403036447069536,-0.3142324523467197,-3.680165005565019,24.791370962409125,27.507960825144284,-0.0025378088212254456,-6.424167297415378,-0.03464529061574091,-0.0029713014867942403,1.2198480874827657,2.387737448425331
gov,50,flores,26.22111152328014,1.8243366137556162e-07,8.566956642079585e-07,-3.809302077363621e-06,-9.310681105845938e-07,-4.3137203657322845,-10.607875780460597,-0.0010420917830378912,-16.43742834934425,1.7275678959807542e-05,-5.150180094538518e-06,-7.693101540001072e-07,3.7129612956879027e-06,0.8559289943807444,3.6368571444184887
