train set 1 size,train set 2,train set 2 size,language to,c0,"c1,1","c1,2",rmse,loo rmse
100,gov,10,ta,-1623.7564705245502,8297.708318216744,-10255.440683522484,3.6218793917599535e-12,15.045264383882397
100,gov,25,ka,-936.9418212113981,4271.811686125084,-4656.875454066026,8.572464802035182e-13,12.049868867987865
100,gov,25,gu,-606.1207737746606,2905.1626843744007,-3270.5309202678727,5.636894623116894e-13,12.818142303028479
100,gov,25,hi,-940.3051254329472,4815.320360456783,-5930.710997589278,1.5769357093832948e-13,12.073737300419673
100,gov,25,si,708.2731285237544,-3091.225505499701,3316.3971582624026,2.1187244416482142e-13,17.756359917098575
100,gov,25,ta,-1738.896890822335,8895.329262295685,-11000.011336553269,4.02910729751742e-13,16.133766232585256
100,gov,50,hi,-889.4883473664929,4591.300447356769,-5682.847288012797,2.2480156662406377e-13,11.544173318076954
100,gov,50,si,752.1107334086106,-3283.1477520129397,3524.9593884398123,2.706040270107054e-13,18.866284209663878
100,gov,50,ta,-1749.658697293213,8967.684883229902,-11103.27439304044,5.164233715838714e-13,16.276530339695856
100,bible,1,ka,121.3730648276815,-591.0062892868921,723.9132277928104,2.368360134811688e-14,1.7727232035447416
100,bible,1,gu,138.7850958461473,-670.3838430180577,819.4024869869243,2.934239151193996e-14,3.093610181171199
100,bible,1,hi,243.84368745236037,-1287.3206880791524,1708.9604014869271,7.097014751020893e-14,3.3733902692382247
100,bible,1,si,79.81382923335225,-456.70229560156724,658.7875416439236,9.156587532224203e-14,3.0862217523942794
100,bible,1,ta,190.69269851049594,-1042.8699144071663,1430.9911077313895,2.8332810380781856e-14,2.012422083178512
100,bible,10,ka,227.96606427142515,-1088.2359938829454,1304.441952774917,3.809860975949991e-14,3.2269392248319075
100,bible,10,gu,201.14239575335333,-965.679213636194,1178.138568470377,1.1511765436633852e-13,4.4524393911032885
100,bible,10,hi,357.77908246419577,-1884.7821027805767,2496.24215934097,1.0310140977626414e-13,4.932345894772715
100,bible,10,si,119.65361837852024,-678.3860438331939,974.1548267709077,3.2723431445007297e-13,4.5728256007398125
100,bible,10,ta,282.38894266067103,-1541.5405254308673,2117.1844747373607,5.613917201304501e-13,2.9766057432485713
100,bible,25,ka,258.16044170667925,-1238.9916004425368,1492.9112737143864,2.301076427452859e-13,3.684195547089628
100,bible,25,gu,229.29773489103738,-1100.862992441647,1342.9788440077032,5.662558278806797e-14,5.075631842474862
100,bible,25,hi,412.05455227662213,-2174.4893329316315,2882.7657679848817,7.025878674173418e-14,5.6937911217861785
100,bible,25,si,131.70350227980254,-747.926928468022,1075.2040797467237,4.0993082527055397e-13,5.044909664382253
100,bible,25,ta,303.3691599149761,-1663.3342064842172,2297.3759191478534,3.345453956420412e-12,3.2228673752872115
1,gov,1,ka,31.389374823979256,-323.98056154715766,544.9318756779413,3.8551072421951506e-14,5.082565280993439
1,gov,1,gu,39.359264686620584,-347.961210975047,584.313459124993,5.5229178582109824e-15,7.822835754474129
1,gov,1,hi,48.63039060855445,-447.6372584296639,745.3631861730132,6.390977087738091e-14,7.530891315695566
1,gov,1,si,44.775103134073,-328.1965165304626,494.6161665167396,1.2594712396803342e-14,10.339822765137813
1,gov,1,ta,27.528139359182575,-248.722740313244,409.53009931132385,1.2317639686137436e-14,9.890976041193563
1,gov,10,ka,63.25003334599326,-649.6891284909793,1113.972910676637,1.0749313638933419e-13,10.340863325783515
1,gov,10,gu,46.74892071217567,-395.8312284836735,687.7789468827082,2.218668981299174e-14,9.127706445107185
1,gov,10,hi,62.72356410407184,-569.4370032802699,969.8233692136091,4.036410190895449e-14,9.74158479441835
1,gov,10,si,81.64619613376529,-580.1700583568941,872.2742638400464,6.012559001783537e-14,18.25581083300446
1,gov,10,ta,44.67398453839409,-392.28851519899945,648.4544078660961,2.5329959920610934e-14,15.650868233149009
1,gov,25,ka,67.31185701475415,-692.5733019349956,1198.7631076907533,2.4923126297733563e-14,11.100797618318715
1,gov,25,gu,48.61887255118437,-414.9692436023717,729.5100567244828,1.4358121391663945e-14,9.65238029970967
1,gov,25,hi,62.660519857307285,-569.0911138112234,978.7385117320398,7.444468290491055e-14,9.806022866645751
1,gov,25,si,89.85833555578634,-639.0562209386167,963.7004132546676,6.398173325900841e-14,20.150969601696566
1,gov,25,ta,47.41570642614781,-415.83229402621254,693.4367786407076,3.110738460673137e-14,16.69776141434477
1,gov,50,hi,59.631953344767545,-540.5733821361927,941.3102173980873,1.857404558023523e-14,9.400523815248055
1,gov,50,si,93.56897317646606,-668.002622349875,1011.6103447042175,9.988223523077095e-14,21.12497528894362
1,gov,50,ta,47.47616885514554,-412.1626599943462,694.1196181560432,1.3293037379376718e-14,16.670880860319787
1,bible,1,ka,18.51715342206044,-136.11950565495692,236.01759378891592,1.0590852655056278e-14,6.908125708457461
1,bible,1,gu,31.3885744665395,-186.63198753276612,295.19406930247004,8.111975540963253e-15,7.622339629011929
1,bible,1,hi,28.082338072241946,-193.84932572899507,330.35182802189985,5.3105345645849226e-15,10.013227812127598
1,bible,1,si,27.83200306502466,-202.38161340435718,316.94321748785234,8.435990525264958e-15,17.158429021310404
1,bible,1,ta,21.620165441009203,-153.0597314291831,241.0109082479887,3.1714313080323688e-15,12.621329365465424
1,bible,10,ka,30.943716621301267,-228.1620106919777,401.42127185884243,3.2759418846255776e-15,11.693355927348751
1,bible,10,gu,56.17725394256634,-316.3988506891179,481.6273781220995,1.5246344263630048e-14,12.631113094141082
1,bible,10,hi,47.27323483932608,-318.5996430452109,532.7320588779264,2.1906400526089374e-15,16.265742337082628
1,bible,10,si,48.201781729474654,-328.4658361850688,504.5452638624746,6.002053648968232e-15,27.564254456501214
1,bible,10,ta,41.26000377934984,-269.0970729399733,408.51026788125347,1.4229346401248597e-14,21.748490539565037
1,bible,25,ka,35.56411507438367,-266.48743587415976,473.507647483038,2.3316798131754842e-14,13.74495242102713
1,bible,25,gu,62.8255293073988,-360.423087045463,555.5826412296624,2.4974507450493326e-14,14.497603587850115
1,bible,25,hi,55.419470820637265,-371.1445969788701,616.4322684904836,2.1494407105673775e-14,18.86943096472576
1,bible,25,si,53.35547016138445,-369.0032950839603,568.7267413828438,3.745210845722477e-14,31.021113224413675
1,bible,25,ta,47.61991007744725,-312.66212821058997,476.5002050503436,7.072971728542807e-15,25.325626257816122
10,gov,1,ka,28.860128881535104,-340.7523445503115,615.892575341833,4.3822552816464086e-14,7.019858800472915
10,gov,1,gu,27.5343102982536,-267.8029553413679,482.9648992737053,1.0306952438512701e-14,7.83147956783783
10,gov,1,hi,29.813887351414934,-314.82885171195494,566.100832743598,3.089107867463276e-14,7.077980281035939
10,gov,1,si,25.086349678778813,-239.74904395540435,420.3354057892178,1.44516754965389e-14,10.57427497749448
10,gov,1,ta,19.58634807117332,-214.07858601414804,380.55012911080735,2.6768426468056587e-15,10.163279437346258
10,gov,10,ka,40.93828442013011,-463.55155004958954,853.3344247342508,1.935060661439085e-14,9.685941372956991
10,gov,10,gu,35.77389424679544,-308.5755737550549,569.6463471114462,3.407643250819148e-14,9.188896542907262
10,gov,10,hi,45.43445020949007,-428.72398431814133,771.0071505647488,1.4914539814318305e-08,9.643339573551712
10,gov,10,si,51.88114715557393,-433.48225397000675,736.445306233385,6.944369459765966e-09,18.69025730354363
10,gov,10,ta,35.285872705797274,-336.2282840248046,587.7738675801946,1.0458905879232634e-14,15.771593657828848
10,gov,25,ka,45.374530353212634,-511.9947317344372,945.0584600845361,1.4099395310285296e-14,10.72071554836313
10,gov,25,gu,37.13410858590825,-318.90078101633566,595.3006306056412,1.75251204208715e-14,9.577830968135618
10,gov,25,hi,46.488196490658396,-439.0236573580952,797.0855204664402,1.0306952438512701e-14,9.946783364413134
10,gov,25,si,58.45259785469483,-479.0299960261452,811.9358328903784,3.078449123837373e-14,20.620692747265466
10,gov,25,ta,37.54252483354915,-353.6366881965445,623.0658842242058,1.4503892858778862e-15,16.68731398100246
10,gov,50,hi,44.6556897571051,-414.7517582678278,762.8593962947702,9.123312130565171e-09,9.490300873281763
10,gov,50,si,60.11330760545534,-496.9196244456088,847.857747463561,1.1234667099445444e-14,21.495868262494888
10,gov,50,ta,38.26551616278945,-354.5257460549597,629.7874670752075,1.5349477418661813e-14,16.834086099372
10,bible,1,ka,12.711002123848468,-108.55365531352687,222.9029096451529,2.1906400526089374e-15,7.400184828360637
10,bible,1,gu,17.668376703613042,-118.17397841708161,224.4609352756229,4.118313910115614e-15,6.1311819572517985
10,bible,1,hi,15.176626483945814,-120.96502166492768,245.92471821974513,4.259554063523935e-15,8.290756762466328
10,bible,1,si,11.857311896936345,-125.16177023707223,241.8520819342857,4.305604634972164e-15,15.291595087983056
10,bible,1,ta,9.193620381143289,-92.2447142635604,179.47246011735422,2.3075552236602768e-15,11.07448563359694
10,bible,10,ka,18.90190922942161,-159.8239840991086,330.83712999028825,4.205191072793762e-15,10.96149934115002
10,bible,10,gu,34.679302817184656,-210.35794893138802,367.5141366273667,6.5669167919261755e-15,10.331770730803573
10,bible,10,hi,24.504683583553977,-190.26301344142368,378.4773399128626,6.47111786212259e-15,12.851273882461166
10,bible,10,si,24.33698257822251,-214.1436906088489,391.44877333617393,3.905292669477269e-15,25.2854483359901
10,bible,10,ta,19.68939194812277,-162.79991937292212,297.50356437045116,9.469276084269677e-15,18.803946547707888
10,bible,25,ka,21.21834341720923,-184.1568712007594,384.26609657940486,1.2819751242557094e-15,12.700507792087684
10,bible,25,gu,36.36817653368128,-223.9930923369678,400.0068913566384,1.0255800994045674e-15,11.161668116479191
10,bible,25,hi,28.41330207393858,-222.76200804323662,441.93614513163703,3.2768613049457466e-08,15.018554328955771
10,bible,25,si,26.5094131018806,-236.5154547651726,434.38088346461507,7.072971728542807e-15,28.008732706023636
10,bible,25,ta,23.2612604627626,-192.02302793877365,351.21366151888344,8.347617222568528e-15,22.193966079469547
50,bible,1,hi,13.734347645265155,-110.89299224615121,234.5115796647879,2.3638453302438168e-15,7.889980157798354
50,bible,1,si,10.463861463327298,-119.17135546738344,240.5255890961299,2.670696042490293e-15,15.304507619010911
50,bible,1,ta,8.15360756933639,-85.43355805854752,174.19093626773804,1.2819751242557094e-15,10.84628564444384
50,bible,10,hi,22.686892301046743,-178.05834270508817,363.2635800008792,9.060740932575003e-10,12.35959908013199
50,bible,10,si,21.35753365342027,-198.32180373260024,377.39660954849717,6.50657630761839e-15,24.543092743403836
50,bible,10,ta,18.10474079372534,-155.02712855451136,292.61738682558104,8.675856040751149e-15,18.73985715174061
50,bible,25,hi,27.344001877159506,-215.12200562556362,433.3006680314696,8.304191158569877e-15,14.800788990311142
50,bible,25,si,22.890962689138366,-217.05366446214418,415.97453507394675,8.457150154752983e-15,26.98205161338429
50,bible,25,ta,20.895347933184446,-177.98608995824273,336.1805261264859,6.285601297395422e-15,21.52730398091607
