train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,gov,flores,ka,7.1437203326895675,0.2785578613581586,0.5,1.7312705707197862,2.7490396431962174
cc_align,gov,flores,gu,11.99833112896399,0.29308226590327985,0.5,2.102678557923961,3.3292854052244083
cc_align,gov,flores,hi,12.011383097331274,0.1867645925344043,0.5,1.945630715955517,2.6989332988914008
cc_align,gov,flores,si,8.405310972559992,0.1249316200073805,0.5,1.5170074864742331,2.1449665206320465
cc_align,gov,flores,ta,6.307831245607654,0.15015707414203863,0.5,1.3683809770916755,1.9724962432579867
cc_align,gov,bible,ka,0.8522518111969181,0.040312355411852484,0.5,0.23075899875731873,0.3559425995542746
cc_align,gov,bible,gu,2.838949739866103,0.0628018933749352,0.5,0.351330837576684,0.5801578575286318
cc_align,gov,bible,hi,2.252829289937545,0.04656773580379631,0.5,0.6243352298372696,0.8277435555752386
cc_align,gov,bible,si,1.0689433008147398,0.04294798521917324,0.5,0.3601656428410782,0.40811494557851696
cc_align,gov,bible,ta,1.502357264150628,0.05304249661416177,0.5,0.5812968896284151,0.8430533581747978
cc_align,gov,gov,ka,20.55055525919879,0.44486807256800526,0.5,3.11980924247356,5.022649521368323
cc_align,gov,gov,gu,26.005860332520168,0.39326119571847074,0.5,2.6511214743796265,4.40483129408664
cc_align,gov,gov,hi,26.378575654611176,0.22531177336788272,0.5,3.5229323941532966,5.063506337685429
cc_align,gov,gov,si,32.3785473319874,0.36833204342131076,0.5,5.167109638940684,7.41592540722147
cc_align,gov,gov,ta,27.573616008236595,0.28063499579243817,0.5,3.986746633363977,5.7926331838627005
cc_align,bible,flores,ka,1.2111725962242434,0.04274378707373117,0.5,0.3179422476073558,0.4571802530786631
cc_align,bible,flores,gu,2.9570944685551743,0.08047066183489657,0.5,0.40401287572933914,0.5579442670962373
cc_align,bible,flores,hi,2.5090064123536076,0.03991253801277197,0.5,0.2608729524414276,0.33511795290238006
cc_align,bible,flores,si,1.3272427422844972,0.034888440805279586,0.5,0.23256345981673657,0.26436353406770746
cc_align,bible,flores,ta,1.5412815602157208,0.053785837143720185,0.5,0.27206222913379274,0.3360545399766067
