train set 1,train set 2,test set,language to,c0,c1,c2,rmse,kfold rmse
cc_align,bible,bible,ka,16.067866090915782,0.39945184872846456,0.5,2.244034333726458,3.7589345854194227
cc_align,bible,bible,gu,17.866286674420923,0.3354229312953771,0.5,1.9357709322016035,3.2770472685574443
cc_align,bible,bible,hi,20.391138712088615,0.37538151730716585,0.5,2.0636952001757756,3.4545026488372472
cc_align,bible,bible,si,24.57970495270808,0.4411693305768855,0.5,2.7998846920689338,4.649743302758903
cc_align,bible,bible,ta,19.174230835629473,0.3941449193623601,0.5,2.3726821601916366,3.9952104689224326
cc_align,bible,gov,ka,0.6733803396790712,0.011440374320832093,0.5,0.09600643965491946,0.1011145427050722
cc_align,bible,gov,gu,1.9507845399576424,0.06604743936985402,0.5,0.3635212613144331,0.5419676194304633
cc_align,bible,gov,hi,1.7427875391841572,0.025088916129329612,0.5,0.15785014823616736,0.2176187857722454
cc_align,bible,gov,si,0.8361228731513096,0.03140236892588901,0.5,0.2054892282203785,0.28450644409620446
cc_align,bible,gov,ta,0.5666331193415151,0.044393483286823715,0.5,0.20409650550782812,0.20865387743324706
gov,bible,flores,ka,1.58202244495166,0.07441425095909295,0.5,0.44620604654810936,0.5388147542483528
gov,bible,flores,gu,4.203720031706753,0.1133406215186034,0.5,0.9398342184837088,0.9861025014172144
gov,bible,flores,hi,2.9165984304503776,0.03951806639315053,0.5,0.4078324796094233,0.43044694344495715
gov,bible,flores,si,1.5467997279193582,0.03498432861082491,0.5,0.5039694902997008,0.5115643285852123
gov,bible,flores,ta,1.6297755802501606,0.043889963201997235,0.5,0.44258921889305836,0.449675707995444
gov,bible,bible,ka,18.643488772557937,0.49279430421520676,0.5,4.104949805585723,4.297515928344638
gov,bible,bible,gu,20.1565701835134,0.3870782302740471,0.5,3.835298600841996,3.9418698023334016
gov,bible,bible,hi,22.553432724824354,0.37784909755791063,0.5,4.075570672317271,4.219379409015914
gov,bible,bible,si,27.077650472622608,0.44001832519232037,0.5,5.023967328775618,5.199159279118757
gov,bible,bible,ta,20.849573626870086,0.3975753479705116,0.5,4.353169103039296,4.503997836666142
gov,bible,gov,ka,1.5567930004398705,0.06646302195910443,0.5,0.3308520078538169,0.43709302251483473
gov,bible,gov,gu,6.664384002610283,0.15434135008707373,0.5,2.4587674661980223,2.5078117145818735
gov,bible,gov,hi,3.7967874534396064,0.05272207070847695,0.5,1.1600699162328736,1.1602849428669175
gov,bible,gov,si,3.5749636950900117,0.10078759942131785,0.5,1.9448126027882708,1.9826216459189272
gov,bible,gov,ta,3.778570782919803,0.11577521934638026,0.5,2.0800995290176028,2.0966660728738717
bible,gov,flores,ka,7.03892885688793,0.3740132018122566,0.5,2.993793632485173,3.2334163738697654
bible,gov,flores,gu,11.962980043466738,0.3654620234296286,0.5,3.495469526561607,3.7050821626397186
bible,gov,flores,hi,11.77392947550771,0.2557183473816758,0.5,3.635368590886147,3.663453674692236
bible,gov,flores,si,7.578071280826577,0.17548861124618362,0.5,2.410884297116238,2.4478529459032505
bible,gov,flores,ta,5.90164140368451,0.17885250864767066,0.5,2.239570835266319,2.2515916159285134
bible,gov,bible,ka,1.8242161385988493,0.16490626678587542,0.5,0.6621335184353973,0.9253917200710454
bible,gov,bible,gu,7.5942412205788115,0.24358925874658907,0.5,1.4645547674963482,1.672785977675068
bible,gov,bible,hi,7.394487059759145,0.19405773321257416,0.5,1.8082811278756392,1.9339801212314396
bible,gov,bible,si,6.021165264888403,0.24791953668413047,0.5,2.7312804701441253,2.851356240528104
bible,gov,bible,ta,5.4849149395699595,0.18450681091831125,0.5,2.0399787652454378,2.093010776698843
bible,gov,gov,ka,21.69492610939964,0.6321094061988121,0.5,6.18462222915033,6.5361844705552405
bible,gov,gov,gu,27.388334777520402,0.48997715696805294,0.5,4.85949525230523,5.114858976926777
bible,gov,gov,hi,27.33792766744721,0.34145290444396637,0.5,5.367543894021501,5.46718961400245
bible,gov,gov,si,34.42175681606596,0.5696019453317495,0.5,8.385717959448115,8.524098067877913
bible,gov,gov,ta,29.090746936426083,0.43712718553790025,0.5,6.16384416633316,6.260666796507957
