c0,c1,c2,c3,c4,c5,rmse,kfold rmse
4.704657991989474,-7.426929033178841e-09,-1.3604836284818265,-2.1237757311277855e-08,2.0301298209439573e-06,-4.325148715190637,13.945910961017658,14.01987603497127
