c0,c1,c2,c3,c4,rmse,kfold rmse
2.9947225432437823,1.1172669223672864e-05,-8.989406753049609e-06,-6.348890269181755e-09,-2.2151482531390888e-07,13.718860199108038,13.706399129751462
