c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
10.580829276891906,-2.3775520385007756e-09,-0.035516664258417374,-0.003875217755113816,-0.02627512581483029,-0.014827104251291407,0.009089635530038975,-0.005228858240502406,-0.013059823626748587,-6.552782737152037e-06,13.858410258442186,13.910382788429377
