c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3","c3,1","c3,2","c3,3",rmse,kfold rmse
3.626771625304801,-9.904918997127609e-10,-0.0010152317832616688,8.303031171945751e-05,-0.0007200440935559963,0.0003585000097671483,0.0024095238410467975,2.9516480540877588,2.3440394659630766,1.797190419205847,14.024348683031214,14.025053167969656
