c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
9.966092407040803,4.461596628495849e-09,0.006511265192200957,-0.0018042221819387747,0.00934375589913684,0.028024982258417125,-0.030756390039097456,13.954956570627292,13.901607236017691
