language to,c0,c1,c2,rmse,kfold rmse
ka,9.216236238716146,0.4896138836424898,-3.7056256782083814,11.154512665069454,11.178436389750392
gu,12.35761928103994,0.4984847046483042,-3.4242126477727517,11.650022509477644,11.675219328733624
hi,12.722173751168745,0.7869648485048923,-3.6114767436547415,12.401349944188613,12.420663167228097
si,13.614091777738418,0.7594884458942149,-3.716180616370965,16.68996385428539,16.717384879237983
ta,11.107325824546423,0.7961684231557385,-3.8470035924808617,13.560237993215143,13.5825902649542
