c0,"c1,1","c1,2","c1,3",c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
-0.008949469835184942,0.015214688836624163,0.004746388604317164,-4.9389473753556734e-05,-1.485664652656569,0.16193316801467744,0.18598759040055843,0.22367596163514247,0.10967013561300479,0.0015639936374704654,0.23202896527802888,6.826610710901152,6.849236193011978
