c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
52.7385978002789,0.0031600283577304417,-83.15784647827537,3.229520451422068,33.75967931489333,14.119009536720533,3.4967332219668115,1.4489039057035034,-4.744894138409891,-36.038467476350995,8.117648857858592,4.452020981673801,4.428075730678073
