model,pareto,rawlsian,gov,bible
linear,False,False,14.029698834685972,11.8242665290342
poly2,False,False,13.837912940885136,11.798655347903374
poly3,False,False,13.784311995962057,11.79865576717468
exp,False,False,14.084408239291168,11.836893396299018
log,True,False,13.779692791867069,11.787331976852268
power,False,False,13.80910444348012,11.78859973948607
hmult,False,False,14.403065669460291,11.983982738322014
scaling,True,True,13.773123225021957,11.79152415177408
