c0,c1,c2,c3,c4,c5,c6,rmse,kfold rmse
1.7002227330342763,0.43961564970326944,-1.2748301621121818e-09,0.012544692855226,0.9455932578593772,1.1485446514728748,-0.0022995689680893375,13.779703917984822,13.7746729998415
