train set,test set,c0,c1,c2,rmse,kfold rmse
gov,flores,-4.794264483583263e-10,-3.7469494637401715,-6.569600928129656e-08,5.768708286777264,5.722368047665211
gov,bible,0.0,0.0,0.0,1.568615808780326,1.568615808780326
gov,gov,29.271471518192875,-4.801304809161689e-09,-0.0005502933558835033,10.075602633554496,10.68619670406349
bible,flores,0.0,0.0,0.0,1.4116184564770562,1.4116184564770562
bible,bible,13.521904177130507,-3.7860255644330003,-8.723141596810663e-09,8.707760174161958,8.414791970401083
bible,gov,0.0,0.0,0.0,0.7505553499465134,0.7505553499465134
