train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,9.976078042521676,-0.011266497747245151,-0.00029494015281937715,3.98840980828703,3.559929069178798e-10,14.680906956437145,14.836185476390733
bible,7.011012957949436,5.447052547583574e-07,-0.00022727817275268607,-6.344318246614523e-10,-2.7481696370061707e-06,12.281376117162113,12.109312564720307
