,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358322319586,0.313199311629635
1,poly2,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358727795714,0.31319931652582544
2,poly3,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358400794435,0.31319931257723144
3,exp,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358322499978,0.31319931163181314
4,log,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358394650014,0.31319931250303656
5,power,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358321056038,0.3131993116143774
6,mult,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358321056038,0.3131993116143774
7,hybrid_mult,,13.783051224424494,15.001927049292695,0.6084642676127725,0.1325035832231777,0.3131993116296129
8,am,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358322319586,0.313199311629635
9,gm,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358322319586,0.313199311629635
10,hm,,13.783051224424494,15.001927049292695,0.6084642676127725,0.13250358322319586,0.313199311629635
