,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,20.56147153212441,20.75869610946063,0.0,0.0,
1,poly2,,20.56147153212441,20.75869610946063,0.0,0.0,
2,poly3,,20.56147153214631,20.75869610948253,-7.299272297700554e-12,0.0,
3,exp,,20.56147153212441,20.75869610946063,0.0,0.0,
4,log,,20.561471532124408,20.758696109460626,0.0,0.0,
5,power,,20.56147153212441,20.75869610946063,0.0,0.0,
6,mult,,20.56147153212441,20.75869610946063,0.0,0.0,
7,hybrid_mult,,20.56147153212441,20.75869610946063,0.0,0.0,
8,am,,20.56147153212441,20.75869610946063,0.0,0.0,
9,gm,,20.56147153212441,20.75869610946063,0.0,0.0,
10,hm,,20.56147153212441,20.75869610946063,0.0,0.0,
