model,pareto,rawlsian,gov-1k,gov-10k,gov-25k,gov-50k,bible-1k,bible-10k,bible-25k
linear,True,False,8.315895239595406,14.16268571671814,15.55401321136011,17.55771103116579,7.858148217587917,12.445228613077983,14.27016312552019
poly2,True,False,8.315895201678318,14.162686939478068,15.554014141797207,17.55770879783243,7.858147998026173,12.44522947072992,14.27016265820198
poly3,True,False,8.315895471588487,14.162688084231055,15.554012964203483,17.55771014526823,7.858148099679989,12.44522888022418,14.270162564518024
exp,True,False,8.307270047755127,14.162686066466554,15.554013364308403,17.55771294341588,7.856407781411423,12.445226609817585,14.27017707327301
log,True,False,8.315894975758273,14.162687136442788,15.554013438592367,17.557708530137873,7.858148151727681,12.445229754456536,14.27016260910949
power,True,False,8.315896706385232,14.162686286088109,15.554015002293593,17.557708699083623,7.858148195639063,12.44522900102322,14.270164163000263
hmult,True,True,8.330194920920793,14.132300728242466,15.52437571020233,17.47040827427746,7.8520973466555475,12.432391706253997,14.252819232045637
