train set,train set size,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
gov,1,6.414172783857823,2.4379243021860098,-2.7434329351708176e-09,0.18960763775198963,8.297795830143496,8.352408531637469
gov,10,13.00573262367118,4.629571329778976,5.6211202223186975e-05,5.750996361149403e-09,14.040347859584033,14.1606373149796
gov,25,14.676568916868039,5.258450989479828,3.147294502188972e-08,0.4497507192962467,15.423122232484415,15.557365576336247
gov,50,15.824262145517588,5.3104632585284035,0.016416317322680313,3.52567563817959e-08,17.22761505484655,17.53399047318004
bible,1,4.8760596242435765,1.9446413503240545,1.9545360609735542e-08,0.03590577065485355,7.817503791314189,7.853329708110202
bible,10,7.407878407235929,3.531914260604522,1.169083319609862,-1.568756665159783e-08,12.370051170073134,12.445564929458257
bible,25,8.795152857558895,3.778512866273371,1.1527838069123728,1.4416991970466279e-08,14.183590023863587,14.281488924113427
