train set 1,train set 1 size,train set 2,train set 2 size,test set,c0,c1,c2,rmse,kfold rmse
cc_align,25,gov,1,flores,8.2989507689994,-2.4593795561856577,0.0,2.2995342403530037,2.906941262399044
cc_align,25,gov,1,bible,-1.109347734627333,5.02985259144559,0.0,0.6899252345893702,0.8724898435332733
cc_align,25,gov,1,gov,10.546215820078812,25.55315707324916,0.0,2.4590125734617234,2.7503846194262827
cc_align,25,gov,10,flores,17.832140011397613,-9.052248965045344,0.0,3.413377811636285,4.340564953080728
cc_align,25,gov,10,bible,0.5630664295572553,4.614364657124928,0.0,0.8869570519041073,0.934300263016958
cc_align,25,gov,10,gov,26.49954869106647,18.48491788163371,0.0,3.7307403654293063,3.8838752561421876
cc_align,25,gov,25,flores,20.912053945358455,-12.075143251593815,0.0,3.5046169919595935,4.4401349678778095
cc_align,25,gov,25,bible,-0.47665447492497187,7.8527714734856024,0.0,0.9660488445191041,1.0293179817224698
cc_align,25,gov,25,gov,28.458671983842166,21.98493876581144,0.0,4.1775700246077205,4.337785098971685
cc_align,25,gov,50,flores,39.267566098586784,-51.13588004421565,0.0,1.6927592221835106,5.288453815166243
cc_align,25,gov,50,bible,4.095101689598659,-1.7178881712131473,0.0,0.581238689611666,1.8158837450023537
cc_align,25,gov,50,gov,34.334538689028754,18.218362337505,0.0,5.344415931926206,16.696820463402638
cc_align,25,bible,1,flores,0.2546184854006948,3.121069400095101,0.0,0.6619066354525834,0.7527628548395344
cc_align,25,bible,1,bible,18.22865371357992,-0.018678972264825264,0.0,2.7124894938225963,2.7277256463438286
cc_align,25,bible,1,gov,1.4032946937583721,-0.870849010026538,0.0,0.4916057406766828,0.5766582112658213
cc_align,25,bible,10,flores,0.5167729005965516,5.016635945981998,0.0,0.9084082335005181,1.0975719771382966
cc_align,25,bible,10,bible,30.271549113912673,-5.336916788271001,0.0,3.5220150881752534,3.522427973645381
cc_align,25,bible,10,gov,-0.616566644538103,5.002251871852061,0.0,0.833828862102497,1.061236009109928
cc_align,25,bible,25,flores,-0.47420358133730056,7.674730133086321,0.0,0.9343258282476206,1.0927729861533528
cc_align,25,bible,25,bible,34.89248700161192,-6.677729022196998,0.0,3.5081654390078283,3.513238828882113
cc_align,25,bible,25,gov,-0.8623200262442487,6.267093849752063,0.0,0.8774568919913261,1.1081570160942813
cc_align,100,gov,1,flores,11.363743670897238,-6.356534605781932,0.0,2.1189087048511253,2.6317239921051883
cc_align,100,gov,1,bible,-0.463890160014244,4.197518198263978,0.0,0.6808535272956561,0.8657397761226163
cc_align,100,gov,1,gov,15.516839611890116,18.318022331986594,0.0,2.137939287908371,2.291392319868993
cc_align,100,gov,10,flores,18.323651500480416,-7.17689128276833,0.0,3.262823686153546,4.134091229265987
cc_align,100,gov,10,bible,-0.403672477585731,7.867923312696215,0.0,0.8297987296780249,0.8976177280225833
cc_align,100,gov,10,gov,26.10088526422501,20.598180520359357,0.0,3.767399280618532,3.8885123407224107
cc_align,100,gov,25,flores,21.090195806751804,-9.523106003755943,0.0,3.204920018395058,3.929088793786639
cc_align,100,gov,25,bible,-0.6833306071642071,9.378724840428761,0.0,0.8274074818048105,0.8570369731921469
cc_align,100,gov,25,gov,28.64932216204669,22.52338658555841,0.0,4.317046204707722,4.419703640791398
cc_align,100,gov,50,flores,41.618468547835135,-52.68624653745831,0.0,2.0116955045508234,6.284862370789591
cc_align,100,gov,50,bible,5.220572668069542,-2.1330192282841365,0.0,0.39405030443372163,1.2310769380052669
cc_align,100,gov,50,gov,33.973440379081325,19.28662179974066,0.0,5.541441084679687,17.312358995768335
cc_align,100,bible,1,flores,0.5945671393052118,2.818871646219611,0.0,0.6600257069444803,0.7441745212667642
cc_align,100,bible,1,bible,20.910399447148695,-4.3411266332832,0.0,2.7000519499498363,2.707533670996215
cc_align,100,bible,1,gov,1.2510727261159433,-0.06709667243660158,0.0,0.5599876546825047,0.6626887576796804
cc_align,100,bible,10,flores,-0.16291338185880108,7.607163517321614,0.0,0.892714916837781,1.0483413413958147
cc_align,100,bible,10,bible,30.209917092397827,-4.253719571071342,0.0,3.6313772284674752,3.6316198495293266
cc_align,100,bible,10,gov,-1.1390792206808242,7.123831483077579,0.0,0.8140907933054068,1.008298625232506
cc_align,100,bible,25,flores,-1.297802211271542,10.748761985111772,0.0,1.0135502027689336,1.2028532478240628
cc_align,100,bible,25,bible,36.588118959000326,-9.518623269153824,0.0,3.5167786218301784,3.5226137399773365
cc_align,100,bible,25,gov,-2.421411661674979,10.45425061819099,0.0,0.8428419841045628,1.0300558877598738
gov,25,bible,1,flores,1.0667380033801872,2.015231186522493,0.0,0.896400903511996,1.0674958848731029
gov,25,bible,1,bible,22.384725624460756,-8.21569465799677,0.0,2.2562251632195287,2.3066655460324337
gov,25,bible,1,gov,1.2152806419818858,1.95359574713281,0.0,0.8751546136688173,1.0556908135394905
gov,25,bible,10,flores,1.1815411072191353,4.704030712412732,0.0,1.3139800419220526,1.6677395765844425
gov,25,bible,10,bible,33.255766033229285,-11.348986468463016,0.0,3.577824906216059,3.5803533056094317
gov,25,bible,10,gov,-6.843213883257807,26.221319372740318,0.0,1.2988949259303557,1.8224388785923127
gov,25,bible,25,flores,-0.4085153853553623,8.74212688873319,0.0,1.495263892916034,1.881265107561593
gov,25,bible,25,bible,37.71321558296248,-12.595888712774208,0.0,3.2892351502664012,3.2924941285322085
gov,25,bible,25,gov,-8.773955038258718,31.513301198377512,0.0,1.4763477645673762,1.9506712453145316
gov,1,bible,1,flores,-0.2937588963717503,4.132458407162151,0.0,0.8973212744434079,1.0572774526381574
gov,1,bible,1,bible,16.81630104574949,0.05117484487783852,0.0,2.803282341255287,2.838003492350135
gov,1,bible,1,gov,-3.1429955565140277,12.74657064273296,0.0,1.033466441769616,1.307059949027557
gov,1,bible,10,flores,-0.7304190017186674,8.2711744518026,0.0,1.217442150719096,1.589687098329237
gov,1,bible,10,bible,30.23452911339177,-6.682144945777028,0.0,3.807011860474986,3.8153296868656987
gov,1,bible,10,gov,-11.58444678763969,38.70496176680882,0.0,1.7764088623032466,2.1985813606944866
gov,1,bible,25,flores,-1.0856368178249096,9.729199452452123,0.0,1.324859515949893,1.6832270662927242
gov,1,bible,25,bible,33.53789202664648,-4.616428669800103,0.0,3.6675194348336153,3.6694494156720636
gov,1,bible,25,gov,-12.096785395324366,40.93413433798938,0.0,1.9836324285259086,2.2892148197694895
gov,10,bible,1,flores,1.276627384842134,1.389258942149325,0.0,0.8964837298707882,1.0966653815174696
gov,10,bible,1,bible,22.12565895484785,-8.520016830315281,0.0,2.116351840205274,2.1826263230495475
gov,10,bible,1,gov,0.49406145412939173,3.7268876796990194,0.0,0.9396762118827684,1.158081853968633
gov,10,bible,10,flores,0.7050461561673314,5.5601992183152165,0.0,1.2226094439279178,1.5453035459306619
gov,10,bible,10,bible,32.5223823008184,-10.585913540200682,0.0,3.4301184687913464,3.4395123529848624
gov,10,bible,10,gov,-7.684175999762392,28.944165271840642,0.0,1.4352547891235095,1.9279748724881127
gov,10,bible,25,flores,-0.5862278894463722,9.169047338862427,0.0,1.3522303744462236,1.7049839940127063
gov,10,bible,25,bible,36.053128283976015,-9.39987703613566,0.0,3.4826830445222137,3.49177929799114
gov,10,bible,25,gov,-9.278091474491957,33.292891490992524,0.0,1.3633275914950451,1.7096373774533167
gov,50,bible,1,flores,6.187866571212857,-9.336335708118606,0.0,0.536828329450061,1.677138593935058
gov,50,bible,1,bible,28.83261755683814,-19.011637041155396,0.0,2.12941279779199,6.652630279154619
gov,50,bible,1,gov,5.2306544220929645,-7.2681957743295555,0.0,0.4518775352139659,1.4117385776775482
gov,50,bible,10,flores,7.250429210446119,-9.543528702919936,0.0,0.4432341361390071,1.3847351956893417
gov,50,bible,10,bible,37.161539590534495,-15.47314087852453,0.0,3.245093080981749,10.138196107727165
gov,50,bible,10,gov,1.3390302930666256,9.062164835393583,0.0,0.3213230119295169,1.0038651025321266
gov,50,bible,25,flores,6.097177863585881,-6.475669340951784,0.0,0.4703576996765618,1.4694735834885784
gov,50,bible,25,bible,41.38835469855439,-15.747135436930499,0.0,3.0295877643220748,9.46492259826233
gov,50,bible,25,gov,0.9019390975693522,11.374912331938623,0.0,0.043216992852982375,0.13501688282732116
bible,25,gov,1,flores,7.490461830510893,-3.0888491652450236,0.0,1.932138956854549,2.515111626611668
bible,25,gov,1,bible,0.513312502685681,6.060587624968636,0.0,1.684335130742473,2.030756560417516
bible,25,gov,1,gov,11.79181753527294,21.524696303050142,0.0,1.5168830689909718,1.8290273223375337
bible,25,gov,10,flores,18.668012631138335,-13.448394231861794,0.0,3.3704032221158036,4.3448471722406214
bible,25,gov,10,bible,4.092696978488614,11.071587543449182,0.0,2.3094611369223554,2.621959050916653
bible,25,gov,10,gov,26.883665862409742,17.137244503158808,0.0,3.7272710185058338,3.8386733679418725
bible,25,gov,25,flores,20.901326081603433,-13.952194149937911,0.0,3.441711282168901,4.342830417340229
bible,25,gov,25,bible,2.127906296456601,17.646314991782166,0.0,2.624739819782329,2.8596723552388363
bible,25,gov,25,gov,28.707748849513393,21.058419835384537,0.0,4.452663811800484,4.5352399335146
