c0,"c1,1","c1,2","c2,1","c2,2","c2,3","c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
23.343053680611227,18.64034579368356,-9.842743892199243,25.17027613817115,-373.0717768178741,409.4503872540057,9.762401585305964,3.675632075396656,8.436607032892686,2.7950308096924683,1.9627122013528586,-2.7124232487779345,5.023939309859587,-2.816258886283299,2.8289528553421377,-15.55331748716441,4.461969142914916,0.38751384012088286,4.213908511550078,4.271264645604939
