c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
9.490947925984369,7.957055255686116,-1.4973907618931397,2.918566923261929,0.3617701684360232,-0.4765628100953466,1.1791856128291085,-1.1184343396796352,-1.3778435904839816,-0.9004858583325979,-2.826119621158496,-2.458014478861558,4.114100829096578,0.8203231011654925,-1.015637660855057,2.5409768415895386,-3.713408457013305,-9.342532541195371,-8.032133957842134,-6.761269069071216,-3.7697940839105453,6.5142346411669205,6.572974833788389
