model,pareto,rawlsian,1k-flores,1k-bible,1k-gov,10k-flores,10k-bible,10k-gov,25k-flores,25k-bible,25k-gov,50k-flores,50k-bible,50k-gov
linear,True,True,2.390563001693452,8.443236575843901,9.648393615847224,5.430900616147845,13.168622223418884,17.042124755088732,6.518090830209481,15.008263865288496,18.930057154515648,2.4750958021121257,0.9677532199719396,5.226176532703357
poly2,True,False,2.3898848923282414,8.448234700701004,9.642715252222173,5.427383492840024,13.182850758321148,17.05478966272126,6.515434965547262,15.026891087792553,18.948588255918544,2.2502297351617018,0.9732950720004152,5.118194321430476
poly3,True,False,2.389235017842631,8.447046765252063,9.645559194180342,5.42913585742401,13.18102463810848,17.050433018508066,6.515066015915767,15.026943998079194,18.942217957635897,2.4345936871406697,0.9695667507104916,5.283043479557388
exp,True,False,2.3889301259719025,8.468999433445955,9.640616070873309,5.446346852474756,13.226501907169553,17.11418542270318,6.539608214017595,15.076213112538309,19.007619120849583,3.3428170681679568,0.9739197815238716,5.6864207944353895
log,True,False,2.3933952458459684,8.455483835786863,9.654553012249526,5.433054068117744,13.207091513541704,17.0893812217588,6.526298453758767,15.0571846246463,18.98353649597248,2.083618600175966,0.7372642898927827,5.465882581365246
power,True,False,2.3974852900584978,8.475990093204066,9.651720898451202,5.445673445648014,13.23669858304902,17.11496698215385,6.544210505149659,15.087567685910434,19.00631124136597,1.045559387813571,0.5086916427890253,22.91373948498065
hmult,True,False,2.396291443455175,8.474519927474057,9.682382704295314,5.452191844470292,13.214040497077317,17.097069734270274,6.548491901878625,15.057324166617349,18.985636877189783,2.2122355023638653,0.5168733480843491,30.73484104611705
