language to,c0,c1,rmse,kfold rmse
ka,10.219593974160562,0.34858399565078513,11.181735515976873,11.187611896650369
gu,15.31541352884142,-0.18228031334506078,10.842037792903541,10.854243209205466
hi,15.275333612374595,-0.20822680924667356,11.789693041690976,11.802621876856636
si,16.550919139431535,-0.23744331478400993,16.01099301859411,16.022517914749624
ta,13.78236920514882,-0.13912873458605726,12.87320126137287,12.882821706231999
