train set size,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
1,4.701413593406326,0.00017769974295210245,0.00023288546159295074,0.00041247350444730967,-7.862801309770873e-10,8.50487222198598,8.449166211991066
10,11.009727325565814,5.071244630874075e-09,0.0033454651198448213,-0.0007835840492458599,0.009135981177036501,13.745736729691654,13.711394602133444
25,12.927783539374191,-5.34775929521678e-09,0.016782428827219236,-1.0810097764632932e-05,0.01424861127041479,15.344471247287224,15.349289483229947
50,17.007843017206014,-3.734750854604471e-09,-0.003928696146890768,0.02806075593202823,0.025736186628208334,17.418662865285242,17.79427689806877
