c0,"c1,1","c1,2","c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
37.61165221517007,0.3259825546446185,-0.0028958421865860505,-96.38065987682943,13.601411228057012,51.97704354774354,0.0,0.0,0.0,0.0,0.0,0.0,4.596974563039751,4.628413387314966
