language to,c0,c1,c2,c3,rmse,kfold rmse
ka,24.27283197771533,19.015280271616493,-61.58243326906018,12.626459405647658,3.8081174248144936,3.9180561962324534
gu,31.47043326942955,14.290465078065147,-64.00174548344975,6.052072696156011,4.574209005772068,4.7495187093046525
hi,34.35912644986738,7.470451417585137,-69.96261658470559,4.026697952081091,3.1574148329914666,3.2361949510918366
si,40.70076432823637,6.516320481962618,-82.94913265145321,9.788886869929565,4.358647462758538,4.458086490699871
ta,31.309655942199083,6.564159943815335,-64.90333951868635,8.278427516837702,3.832740417267726,3.9254163903990964
