c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
10.791305578811295,52.99459710580761,-100.41870068493421,60.49657080521692,-3.661305929520698,4.869864308218518,2.1199712068139154,3.5322049694484705,0.8887820362114617,0.8698971615382037,-1.3061422987046638,2.201829826406554,-1.4439104245188616,-1.355241266913255,-12.27839278285774,0.4266117796307471,-0.9931856229504294,12.859619155501276,12.919517549443759
