train set,test set,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
gov,flores,2.724577845499183,2.3162150173437746,1.9486888039666856,1.617911906998088,-6.615870441610429e-10,3.331729386287822e-06,-0.0038118957135014043,6.1641642250989905,6.177737549991003
gov,bible,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,20.864627170895957,9.85325449045445,-1.2204533859706472e-07,1.3658129033654194e-08,0.000624098327763072,1.3440725723770762e-07,0.0008325678309214128,10.226938159737792,11.047636679911594
bible,flores,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,12.26488902566427,7.764888543283206,3.670907626371901,6.015378619407012e-09,-0.15806645784537562,-0.02938914195412784,-0.012417728711180643,7.827279214415308,7.714678397166349
bible,gov,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
