c0,"c1,1","c1,2",c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
18.39156889404775,17.097030737601223,-8.528754797455655,-68.4169999643304,8.48787536978004,3.8194639112901245,1.654855336925719,8.339633071443105,3.7861039191845873,1.7219218761574473,3.1498997030835145,-0.6409500830233038,-1.176669983914576,6.050107371590611,0.6385040953019636,-1.3861711451898233,7.300130070125663,-2.6820460559786414,-11.666409799717064,9.297031100378481,4.300971943376858,1.8951811871816948,4.475992725219749,4.51787871528936
