model,mean,min,25%,50%,75%,max
linear,13.680666486150916,13.680666486150916,13.680666486150916,13.680666486150916,13.680666486150916,13.680666486150916
poly2,13.739759478963116,13.739759478963116,13.739759478963116,13.739759478963116,13.739759478963116,13.739759478963116
poly3,13.417990984504309,13.417990984504309,13.417990984504309,13.417990984504309,13.417990984504309,13.417990984504309
exp,13.542845213923728,13.542845213923728,13.542845213923728,13.542845213923728,13.542845213923728,13.542845213923728
log,13.437098161191248,13.437098161191248,13.437098161191248,13.437098161191248,13.437098161191248,13.437098161191248
power,13.414497564846435,13.414497564846435,13.414497564846435,13.414497564846435,13.414497564846435,13.414497564846435
hmult,13.587115363011623,13.587115363011623,13.587115363011623,13.587115363011623,13.587115363011623,13.587115363011623
scaling,13.431422740705596,13.431422740705596,13.431422740705596,13.431422740705596,13.431422740705596,13.431422740705596
