c0,"c1,1","c1,2","c2,1","c2,2","c3,1","c3,2",rmse,kfold rmse
4.179630237143892,-6.043813814419077e-10,-0.008818763871681245,0.0026291932860509214,-0.00653148664594244,3.5616224644296826,3.005391954135063,13.967592193312667,13.911456998812312
