train set size,c0,c1,c2,rmse,kfold rmse
1,1.3186360684672556,-1.4702417276539824e-10,1.7038749037453833,8.255970605578232,8.247057873173024
10,1.6036336587357694,1.0681486901007333,1.4349521502485363,13.664872546597545,13.676836835990756
25,1.7217062486025527,1.244874014552133,1.3772048682568776,15.295794321665959,15.313568569933107
50,2.2041691649771065,0.8930364840956055,1.6368783272969674,17.440226718117554,17.71836412094162
