c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
10.702799142679698,0.3705405877335764,-18.385607603694456,13.438943702150608,6.928035416848344,-2.297277365258375,2.2150122150535845,-28.587595807041716,0.6558662597562805,4.613321296550176,4.664778119713228
