c0,"c1,1","c1,2","c1,3",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
-2.868189065975446,0.6474029892841204,-0.02369533139468109,0.00029403753853908386,-18.293245021755624,-1.4967533918157783,-0.7859690810745823,-1.3879912525513376,-0.6722695046051975,-1.265064954449609,-0.5993138563190175,-1.8312054485675402,-1.1619798623253421,-2.9793412330236144,-3.0793784555891683,-1.1870137520661426,-0.4867287959679023,4.841872687977473,6.2391174803642695
