,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068977,0.7070736146568779
1,poly2,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547831385161,0.7070736166838121
2,poly3,,16.434923202581864,17.653799027450066,0.3345582023990539,0.7311547816217188,0.7070736146764924
3,exp,,16.50404937381746,17.722925198685658,0.32529442427192545,0.8069501087405933,0.7948041799155999
4,log,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816182464,0.707073614671897
5,power,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068902,0.707073614656868
6,mult,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068902,0.707073614656868
7,hybrid_mult,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547804288674,0.7070736130978801
8,am,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068977,0.7070736146568779
9,gm,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068977,0.7070736146568779
10,hm,,16.434923202581867,17.653799027450066,0.3345582023990539,0.7311547816068981,0.7070736146568788
