,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,27.500804313149327,28.719680138017527,0.24975004686621283,0.5082282135239424,0.6612733260399217
1,poly2,,27.500804313149327,28.719680138017527,0.24975004686621283,0.5082282135339613,0.6612733260465093
2,poly3,,27.500804313149327,28.719680138017527,0.24975004686621283,0.5082282135324871,0.6612733260455399
3,exp,,27.50080431314933,28.71968013801753,0.24975004686621283,0.5082282131680909,0.6612733258059542
4,log,,27.50080431314933,28.71968013801753,0.24975004686621272,0.5082282135267421,0.6612733260417624
5,power,,27.50080431314933,28.71968013801753,0.24975004686621283,0.5082282135323561,0.6612733260454535
6,mult,,27.50080431314933,28.71968013801753,0.24975004686621283,0.5082282135323561,0.6612733260454535
7,hybrid_mult,,27.50080431314933,28.71968013801753,0.24975004686621283,0.5082282150909995,0.6612733270702399
8,am,,27.500804313149327,28.719680138017527,0.24975004686621283,0.5082282135239424,0.6612733260399217
9,gm,,27.500804313149327,28.719680138017527,0.24975004686621283,0.5082282135239424,0.6612733260399217
10,hm,,27.500804313149327,28.719680138017527,0.24975004686621283,0.508228213523952,0.6612733260399288
