language to,c0,"c1,1","c1,2","c1,3",rmse,kfold rmse
ka,2.4483937198651486,2.1264163056302263,-0.15416717731212717,0.0034770267247510233,10.740234586475255,10.801309329896222
gu,4.796309142413562,4.15050970870972,-0.43436186331172727,0.011474132398954756,11.436668334814707,11.531871036798304
hi,6.909846414134183,1.0219481212704131,-0.03890802630615832,0.00047165807989751115,12.07810898602344,12.397292111569351
si,6.75760243823341,1.1989147656226804,-0.04551084068971107,0.0005453815807033659,16.40633041958117,16.914762579426284
ta,5.578049573181821,0.9555361488203038,-0.03598165421565116,0.0004359769490524408,13.36007159780626,13.807392129198181
