language to,c0,c1,rmse,kfold rmse
ka,-7.884840537249492,-15.813537269377816,4.801472588944218,4.822752073288956
gu,-1.756003417708612,-14.151349835040168,6.348598808971536,6.374797292948594
hi,-5.320076495176221,-16.59510226886064,5.167482620049192,5.192724902526072
si,-9.851972105361899,-22.404339937761634,4.394685904402893,4.4110716349536165
ta,-5.811289801781394,-16.019974240729855,4.727106760991905,4.745767978464792
