c0,c1,c2,c3,c4,c5,c6,c7,c8,rmse,kfold rmse
28.232742252462767,0.5088665854274336,-4.936314039542959,2.759461670057268,2.6109961005828164,-1.0690838968690823,-0.6650875519478611,-1.4303640316584076,-0.19657129881319443,4.397019100437147,4.462113658297815
