c0,"c1,1","c1,2",c2,"c3,1","c3,2","c4,1","c4,2","c5,1","c5,2","c6,1","c6,2","c7,1","c7,2","c8,1","c8,2",rmse,kfold rmse
13.21938839824669,0.20882142041391227,-0.0011468918362684169,-1.4963688230169239,5.155901652214572,1.7061963158088838,3.3951508304733604,0.1785622498655671,-0.6127536257677499,-3.197680796191416,2.487045098655831,-2.249419449418855,-2.3890063377879636,-16.436684915331163,-2.7144016729069462,-3.4866554898717466,6.512674037477546,6.601827945026687
