train set,test set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,flores,8.622229803821043,-6.995374758739358e-10,-0.008501387799732175,0.013351731582724546,-0.022949753220927724,5.679969231122595,5.784415269220371
gov,bible,0.0,0.0,0.0,0.0,0.0,2.271685619876913,2.271685619876913
gov,gov,29.8880869914644,0.014904680578919966,0.014723774224298955,-3.9995913314161375e-09,-0.019980596205833485,10.174684406916882,10.204230887542296
bible,flores,0.0,0.0,0.0,0.0,0.0,2.2374092160353682,2.2374092160353682
bible,bible,22.923889143077616,1.762727409511354e-05,0.024801306381437682,-9.54373019744504e-10,-0.0053070880758301995,7.554947129445438,7.574585013988785
bible,gov,0.0,0.0,0.0,0.0,0.0,1.3576941236277535,1.3576941236277535
