train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,12.607502232935664,0.002398608855745922,-3.1423870600784726e-09,0.0027080396156432054,1.1122197200584856e-06,14.700462716361459,14.80452875277982
bible,6.929120734133226,-8.976318419341396e-10,0.026433952820497045,0.0019563353874326233,0.02052572913035297,12.29607424160214,12.225555585420665
