train set,train set size,test set,c0,c1,c2,rmse,kfold rmse
gov,1,flores,3.243097739439896,4.180485036137535,-12.340282061355252,1.937966425347996,2.439485400540574
gov,1,bible,0.874402407038815,2.5016540614859033,-5.163674273546548,0.5863743554731684,0.8036429045162548
gov,1,gov,28.55553327843012,7.972391583129065,7.235515448018262,3.0338755083637854,3.230030444202286
gov,10,flores,4.774717427993104,3.194174512166794,-24.882317933153843,2.729166719205228,3.7650522838383593
gov,10,bible,0.2870127575452725,2.6444917935176924,-10.099532432543354,0.931904254327379,1.2667106573755023
gov,10,gov,46.58634024660919,-4.376058194490967,39.5922312179445,1.6625276068295145,1.7125745011941895
gov,25,flores,6.914990001290249,4.16767301799085,-27.71430944688352,3.1334067182959586,4.326771919915947
gov,25,bible,0.9929499793782883,3.5302222255097884,-11.346711786097387,1.0314032113599727,1.3931902186404463
gov,25,gov,52.34898879495991,-6.216879288154151,48.474280840565484,1.7925602227894701,1.8978212908979972
gov,50,flores,0.1912978934402062,-8.489499109079114,-18.444930434655046,4.586533637279209e-15,4.997676504728635
gov,50,bible,-1.2099422805809332,-1.407542627991343,-5.884902542849646,5.089822007955251e-12,0.8059169773375106
gov,50,gov,52.60976249093388,-11.44072217544426,53.33561581568051,0.0,3.9516487382225396
bible,1,flores,1.0584329071216056,1.5573521811125537,-3.45917294457233,0.42911124129737077,0.5431885875039532
bible,1,bible,21.35090020369482,-3.8541739136570268,19.272099761986567,2.6140740929190027,2.640038255175917
bible,1,gov,0.2521011106808329,0.7879589921830636,-2.664694506539261,0.3085277916364161,0.3958012688567693
bible,10,flores,2.1685658993818655,2.2843197454872755,-5.128063693974676,0.6499983592131006,0.8923028221209303
bible,10,bible,33.16014140567319,-9.169430020306947,33.588142931862244,2.2069756526391737,2.2073430779610868
bible,10,gov,0.7204026789325516,1.606333281953599,-4.890924488593972,0.5320218769268267,0.7070360101808748
bible,25,flores,2.485166942172302,2.5609152469188823,-5.774385355073899,0.6322257898525853,0.8720267710859261
bible,25,bible,37.30625530418295,-9.819185893630703,35.03246780263134,2.2981028952473244,2.320927613376308
bible,25,gov,1.1763494775838017,2.1057604460363297,-5.242272601585572,0.6239951873146999,0.8522140771325233
