c0,c1,c2,c3,c4,c5,rmse,kfold rmse
1.6575518429562583,-9.234243632732262e-09,-1.294724544402346,-0.006708856517597378,-0.00036046717188249717,-1.0627851062276934,13.80940968692587,13.78137729486808
