train set size,test set,c0,c1,rmse,kfold rmse
1,flores,0.2262653468002186,-2.554278659069735,2.1452272606883627,2.22853543471564
1,bible,7.467839335464465,-0.18223764868256714,8.400446416709482,8.57198491109184
1,gov,4.410585643499465,-0.8243799947740531,9.572819595082944,9.856375958571629
10,flores,1.335381981777669,-1.6887175857510115,5.161346723482416,5.338449550380668
10,bible,16.363203284399113,0.100403138437296,13.076754184460091,13.332640828363305
10,gov,16.92853182368531,-0.06470266131352453,16.94579225058904,17.34090204567429
25,flores,1.703132090594152,-1.6251159752459137,6.2196864872759035,6.438572260576686
25,bible,19.309028478659464,0.12306170093852593,14.898741557595928,15.187273313064292
25,gov,18.533098768735822,-0.07971673461059905,18.823227008142293,19.260877879001388
50,flores,10.246264050057734,-0.35614112243814733,3.418576701884377,3.812805892158322
50,bible,1.6283966279413176,-0.31168401694774495,0.8730533902491743,0.9737594559547751
50,gov,26.553187250150188,-0.5090360480971601,5.336873824836243,5.951490498398939
