c0,c1,"c2,1","c2,2",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
56.73093862777857,0.03826552084447745,-105.31648540365624,56.07909558004685,12.665686287373855,6.153976830411645,2.0008083494955877,3.818926855482004,-31.43334079077422,12.903999294018366,4.301838140472389,4.3371858968197206
