train set,c0,"c1,1","c1,2","c2,1","c2,2",rmse,kfold rmse
gov,11.82241892876668,-2.6050779819715084e-09,-0.0006754910243348145,0.06260396909750379,-0.14686127190873816,14.857046716537045,14.96011019230773
bible,6.457914045115317,-1.7120384619331788e-09,-0.03622267210227762,-0.002017821731365556,0.01742690213939483,12.408752459771742,12.359570065723693
