test set,language to,c0,c1,rmse,kfold rmse
flores,ka,-2.205911952689072e-09,0.6734374320746396,4.707580998205298,4.709180401918813
flores,gu,-4.977672939838016e-10,0.8019675634476747,6.8914330987879895,8.20520890694842
flores,hi,-2.939128834539851e-09,0.747731276966024,5.660961169600658,5.665000803741183
flores,si,-4.820087806404453e-09,0.6246821616742524,3.492148315400319,3.4909063514012146
flores,ta,-4.801912164793924e-10,0.5856223838742061,2.59360225485318,2.590649701845152
bible,ka,1.079600217115829,0.8455108104246972,11.229138174692899,11.58525028743508
bible,gu,3.706504980790377,0.8235898744175041,10.635551756571548,11.428690926594514
bible,hi,7.018764019346617,0.46998041233111115,12.715561610461958,13.612413708536376
bible,si,8.752698153221504,0.4051447423404705,16.1114163822009,17.107551788020533
bible,ta,5.460898495522881,0.46406516291658806,12.93559982958654,13.8461767431466
gov,ka,1.9302247225637048,0.8893445590366987,13.968381902261584,13.607991915914385
gov,gu,6.670800850282902,0.8436060417737884,15.43804286245303,18.46464827068767
gov,hi,3.9505090861071044,0.8849380102813786,13.85159350314171,13.474568634717235
gov,si,5.3226767133128465,0.9608090963653274,18.077871818632723,17.778129119555935
gov,ta,3.6308816359307277,0.9151718664939705,15.201896831149615,14.849089305499819
