train set size,c0,c1,c2,c3,rmse,kfold rmse
1,4.722212910538355,2.3889043051947968e-06,-2.6247611762170804e-09,1.7967615028733797e-06,8.498826524124276,8.479654873620374
10,10.811829499503917,1.0704083335963332e-06,-1.348769888824084e-08,3.921604782251947e-06,13.780629570562702,13.755403124418184
25,12.70633249931165,2.8739461068462857e-06,-3.868695476033365e-07,-5.952737654326702e-07,15.379900182051271,15.33541440128128
50,16.774441439996764,-2.506434013385254e-09,0.000404694293183778,-0.12190999094560265,17.4585221338726,17.98299959890887
