c0,c1,"c2,1","c2,2","c2,3",c3,c4,c5,c6,c7,c8,rmse,kfold rmse
29.335773639289737,2.136696290967699,38.11192612809412,-413.76974460759965,447.1005179065884,9.192008368088525,-9.99435255243549,0.8093938118255776,2.601615496574082,-26.179861985606774,4.99178113573504,4.159277378468955,4.193890085851774
