,mean,std,min,25%,50%,75%,max
linear,13.976983743453458,,1.891672306503554,9.517717317412105,12.093229449526666,16.877944503591603,39.65603298066822
poly2,13.839084634973057,,1.7730621084610931,8.2897114134195,11.372064181994649,16.27988277690984,72.05488973201678
poly3,13.698611172371155,,1.6900852952837166,8.919369359780116,11.310356885339903,16.47616677129449,92.25889696985992
exp,7.870757494469265,,0.1411151338208087,2.9292724996789548,7.442219368555073,11.477576080590474,21.50618455931142
log,20.48176411734862,,2.1523241908587813,10.104660230894586,15.111770366417076,24.687551670156324,79.51771380468442
power,8.053898536603068,,0.6338259139100368,3.4365144307178306,7.207866685923864,11.31034788286563,21.54950742657045
mult,8.053898536603068,,0.6338259139100368,3.4365144307178306,7.207866685923864,11.31034788286563,21.54950742657045
hybrid_mult,12.211358447635117,,5.517569745731504,9.782083978322431,11.937951523263964,14.500391133145497,22.070027460667557
am,13.976983743453458,,1.891672306503554,9.517717317412105,12.093229449526666,16.877944503591603,39.65603298066822
gm,13.976983741639563,,1.89167230650356,9.517717317412105,12.093229449491684,16.87794450359162,39.65603298066821
hm,13.976983738099879,,1.891672306503554,9.517717317412105,12.093229449526666,16.877944503591603,39.65603298066822
