,mean,std,min,25%,50%,75%,max
linear,8.453598099599379,1.5374994024031212,0.0672805325047792,2.7625673226830294,4.959071669853989,12.13998209526525,39.65603298066822
poly2,8.419095250296477,3.1101158799559094,0.0723107138121536,2.3410348145938644,5.523932742935678,12.277337935148266,72.05488973201678
poly3,8.27200062508285,3.477325700511613,0.1235300290975865,1.8676122617058448,5.773852372484521,12.34576836658227,92.25889696985992
exp,30.589081405440055,235.8569101912946,0.0029706949189544,2.0750156054389013,3.2742966505399878,8.94020867375592,3292.13088002626
log,10.100053767295782,7.51811141822282,0.1963197669560533,2.411965562848375,3.8753480247912857,15.12846749842612,79.51771380468442
power,41.09742508876324,204.31792284554075,0.0240754982770747,2.2425510228127585,4.705573519809755,10.57505877521439,4466.378884088651
mult,27.24045098127897,222.71412185973935,0.0240754982770747,1.8822872987198,3.939591002756724,10.57505877521439,4466.378884088651
hybrid_mult,16.61741450787927,48.17659521408184,0.025614396655012,2.3233085557510034,4.294903039153169,13.123088756904771,696.9319315836193
am,10.065684043363483,1.520604489266927,0.0672805325047792,4.731445265877943,9.428853628239665,14.206375505363898,39.65603298066822
gm,10.010743607780432,1.5605382403693566,0.0672805325047751,4.829679911504696,9.368471309073486,14.062652829611164,39.65603298066821
hm,10.00969519420542,1.594943826537815,0.0672805325047792,4.805900637175453,9.601845399956296,14.15677352800185,39.65603298066822
