language to,c0,"c1,1","c1,2","c1,3","c2,1","c2,2","c2,3",rmse,kfold rmse
ka,26.836387094082585,13.760455792294666,0.0013666556772686243,-0.0011472579748203098,-56.897488923953155,-7.408120816726759e-09,0.0006388824868624477,4.2614685152216865,4.332406284424003
gu,29.932702782291738,11.255903890675794,7.785841299686402e-05,-0.004147608863028973,-40.21161056699448,-31.00197040003988,-2.3811436101058185e-08,4.521670880847388,4.581248322100266
hi,34.21338318909202,8.709957732290203,-0.00038223138550958234,-0.49687298268671276,-67.17127431656091,-5.471413835611176e-09,0.0007625530679353613,3.2803383867661897,3.3624814780451886
si,43.42313633637384,8.231600205547693,-5.306061961323123e-09,-0.00022301695721829796,-88.9329286291916,0.004961575169339608,21.49258468509553,4.467911392734286,4.597657625787928
ta,32.59311583272235,8.202122063152448,-0.1016634664032163,-0.06570872563572407,-62.84542376284286,-0.0011239706774449224,2.6193292795919004e-10,4.227226082689475,4.337824052401851
