c0,c1,c2,"c3,1","c3,2","c3,3","c4,1","c4,2","c4,3","c5,1","c5,2","c5,3","c6,1","c6,2","c6,3","c7,1","c7,2","c7,3","c8,1","c8,2","c8,3",rmse,kfold rmse
8.027329911033055,1.569577480540252,-1.4948120618222256,2.910287104071088,0.794152114607765,-0.0001802422520221018,1.771215830668978,-0.18437334609392983,-0.6019317502580537,-0.4155109248773458,-2.0428299399988195,-1.8176447717728945,3.0864103436617687,0.44897176189999133,-0.8345507898299378,1.4700910746856284,-4.432269466930078,-9.743793937062907,-3.512302579793139,-3.421599906483418,-1.9737921437609007,6.53109042447473,6.593170612421271
