,models,Normality p-value,AIC of centered model,BIC of centered model,R2 coefficient,Homocedasticity Levene p-value,Homocedasticity bartlett p-value
0,linear,,4.726211521342339,5.94508734621054,0.7823275862068966,0.7718107823100627,0.8857481246507483
1,poly2,,4.726211521342338,5.9450873462105385,0.7823275862068966,0.7718107821201309,0.8857481244659567
2,poly3,,4.726211521342358,5.945087346210558,0.7823275862068957,0.7718108804329837,0.8857482166210328
3,exp,,4.796060430186543,6.014936255054744,0.7792654109286112,0.5551429796751499,0.7151731081314884
4,log,,4.726211521342339,5.945087346210539,0.7823275862068966,0.7718107823856367,0.885748124721699
5,power,,4.726211521342339,5.945087346210539,0.7823275862068966,0.7718107825184496,0.8857481248443562
6,mult,,4.7262115213423375,5.9450873462105385,0.7823275862068966,0.7718107823560956,0.8857481246948089
7,hybrid_mult,,4.726211521342339,5.945087346210539,0.7823275862068966,0.7718107823100716,0.885748124650757
8,am,,5.516124002258605,6.734999827126806,0.7450738896640698,0.5835994443940344,0.3363719151530002
9,gm,,4.793093131533129,6.011968956401329,0.7793963691553334,0.47967874396478755,0.6338145601187775
10,hm,,5.704581909188073,6.923457734056274,0.7352819436854523,0.009896847374017314,0.13819090281319013
